id_trips,forms_of_payment_id_forms_of_payment,departure_address,arrival_address,estimation,clients_id_clients,order_methods_id_order_methods,contracts_id_contracts
9072,2634,Semarang,Ndola,4,7589,4002,4474
9073,6119,Fairbanks,Lucknow,1,1486,9523,3772
9074,10094,Zapopan,Porto Velho,2,6829,7969,2698
9075,493,Chuí,Padang,1,5810,7206,10193
9076,1042,Warsaw,Toulouse,5,3636,7911,3652
9077,5832,Manila,Baltimore,5,6644,5634,4940
9078,10087,Miri,Barranquilla,5,687,7860,9142
9079,140,Caracas,Hanga Roa,2,823,1998,3905
9080,7742,Bishkek,Ambon,1,9384,6824,6580
9081,7951,Rio Branco,Taipei,3,9374,520,2620
9082,3417,Wichita,Chicago,1,9117,7949,2905
9083,4333,Nakhon Ratchasima,Douglas,2,1128,6179,2478
9084,1093,Kandahar,Gaza,4,4961,6576,1729
9085,3160,Beirut,Ambon,1,5590,4779,2588
9086,5710,Dushanbe,Helsinki,1,7109,1457,2064
9087,7009,Dili,Sitka,2,8504,7132,8494
9088,3667,Monrovia,Calama,4,9345,7668,3072
9089,5789,The Hague,Anadyr (town),3,3575,5916,4471
9090,7103,Invercargill,Suez,1,6347,5406,2190
9091,7015,Semarang,Port Elizabeth,1,5411,374,8571
9092,8096,Huế,Rochester,4,6169,1790,7204
9093,739,Nukus,Manaus,1,4329,4256,6079
9094,9560,Palikir,Ürümqi,1,1916,3859,5979
9095,1961,Dibrugarh,Vladivostok,1,2929,8693,2962
9096,2805,Jamestown,Concepción,4,4113,5677,8129
9097,4864,Taichung,Durango,4,2339,832,4669
9098,7040,Geelong,Djibouti (city),3,9977,389,5659
9099,9559,Porto Velho,Mumbai,2,7928,2341,9076
9100,1941,Medan,Andorra la Vella,4,6166,7932,2828
9101,2835,Gold Coast,Portland,5,2974,7940,7472
9102,9267,Fairbanks,Louisville,1,7237,4965,3407
9103,2744,Munich,Gibraltar,4,7423,5003,8896
9104,957,Ndola,Seoul,3,6454,5454,8630
9105,6323,Lviv,Ponta Delgada,2,1847,7707,7896
9106,6083,Jakarta,Batticaloa,5,5895,6893,915
9107,3932,South Tarawa,Pretoria,5,1402,7404,10187
9108,8700,San Francisco,Beijing,3,4954,6390,3623
9109,6596,Gothenburg,Mamoudzou,4,9936,4763,1998
9110,4240,Rio Branco,Nagpur,3,8237,4479,8178
9111,3734,Edinburgh,Thimphu,2,6471,924,9205
9112,4065,Abu Dhabi,Kunming,4,621,1410,7095
9113,9338,Islamabad,Medan,4,10094,6944,2751
9114,7332,Hiroshima,Copenhagen,4,5445,3245,9081
9115,1828,Medan,Lanzhou,3,492,7810,9889
9116,947,Medan,Madrid,3,6946,6828,1932
9117,6801,Munich,Forked River,5,959,3232,8341
9118,4652,Munich,Tampere,4,2348,5493,3774
9119,3150,Vaduz,Nantes,2,9475,5452,2371
9120,3377,Sarajevo,Rome,2,5856,2333,7179
9121,4115,Las Vegas,Minneapolis,3,5692,304,657
9122,1017,Linz,Iloilo City,4,9956,3958,5700
9123,115,Petropavlovsk-Kamchatsky,Bursa,3,1589,9651,3684
9124,746,Manzini,Tartu,4,8876,2283,6809
9125,6088,Patna,Medan,4,8332,3309,3538
9126,6033,Iquique,Valparaíso,1,5898,9988,2691
9127,1206,Basra,Agartala,5,7714,2861,5005
9128,367,Kaohsiung,San Fernando,1,7279,9037,2397
9129,5913,Hangzhou,Kota Kinabalu,1,2242,2883,6013
9130,238,Boa Vista,Las Vegas,4,4957,8802,6260
9131,8955,Rome,Adelaide,4,6247,436,4159
9132,4687,Ibiza,New Orleans,1,6834,3361,5963
9133,2703,Enugu,Louisville,4,138,2890,5834
9134,5662,Durango,Veracruz,5,6951,3208,4488
9135,8021,Lahore,Singapore,2,747,5813,265
9136,4461,Srinagar,Amritsar,3,8914,8703,3610
9137,4583,Douala,Kathmandu,1,7000,4405,8747
9138,6085,Cairo,Durban,3,9155,7939,3047
9139,1788,Amritsar,Dakar,3,6193,8666,7483
9140,6816,Oklahoma City,Shenzhen,2,1696,4349,8221
9141,1536,Vatican City,Raleigh,3,7166,2302,4696
9142,8078,Yamoussoukro,Chongjin,3,8159,8273,982
9143,5704,Padang,Maputo,3,1951,5353,9961
9144,9225,Yogyakarta (city),Marrakech,4,1111,5024,1591
9145,2086,Palma,Pune,2,9933,9074,5627
9146,1548,Ipoh,Montevideo,2,6084,9395,375
9147,7836,Mamoudzou,Kunming,1,3927,3806,6645
9148,1287,Pretoria,Kuala Lumpur,3,5772,9279,397
9149,1632,Port Blair,Vancouver,2,5747,2936,6790
9150,790,Kobe,Dallas,1,9690,4339,4223
9151,7726,Bandar Seri Begawan,Calgary,5,3628,2202,499
9152,2613,Adak,Gaborone,4,9448,7032,9867
9153,6491,Fortaleza,San Diego,4,7302,3394,7637
9154,7021,Nagoya,Valletta,4,6215,3321,980
9155,7163,Bogor,Bangkok,3,5906,1898,2495
9156,1545,Ahmedabad,Valletta,4,7011,299,5584
9157,7111,Padang,Omdurman,1,7301,5463,2468
9158,3944,Punta Arenas,Juneau,5,2396,1434,9803
9159,2178,Assis,Castries,4,8277,8167,8439
9160,7002,Santiago de Cuba,Lisbon,3,5556,9627,8437
9161,7266,Jacksonville,Ouagadougou,4,998,9665,936
9162,4530,Palikir,Taichung,2,1662,8841,7474
9163,3465,Porto Velho,Surat Thani,1,1086,2937,9958
9164,6162,Porto Alegre,Nagoya,4,2186,467,7848
9165,4687,Las Vegas,Louisville,2,9140,9122,3101
9166,3925,Dongguan,Phuket (city),1,3222,3821,8874
9167,7720,London,Paris,2,686,3048,7524
9168,3892,Santa Cruz de Tenerife,Harbin,4,1268,9830,10172
9169,1734,Yekaterinburg,San Salvador,5,4004,4500,7240
9170,9125,Chongqing,São Tomé,2,3491,4560,3278
9171,3430,Makati City,Konya,5,1979,9161,7247
9172,8446,Quezon City,Darwin,2,9542,194,7490
9173,1204,Baltimore,Magadan,3,9890,8451,868
9174,10022,Rabi Island,Dodoma,3,6048,8854,1696
9175,5261,Port Blair,Taichung,3,3626,1207,2311
9176,6928,Accra,Mérida,5,3752,3922,1173
9177,6363,Saint Petersburg,Oslo,5,2715,896,8801
9178,1040,Tianjin,Luxor,2,8504,1609,7430
9179,3458,Hyderabad,Riyadh,4,6301,5092,4051
9180,1885,Tirana,Lima,3,680,8839,6609
9181,2629,Sabha,Assis,4,6826,3359,2997
9182,1482,Veracruz,Zamboanga City,2,614,7634,7519
9183,7830,Sana'a,Memphis,1,1856,5235,4310
9184,1265,Ludhiana,Mexicali,1,7902,1047,1382
9185,7185,Monrovia,Ludhiana,2,4239,9911,1940
9186,564,Rawalpindi,Konya,1,4133,1995,6801
9187,5823,Wollongong,Antananarivo,2,6591,1463,6434
9188,7356,Casablanca,Anchorage,3,7010,3371,8502
9189,10027,Auckland,Srinagar,4,1010,5087,9409
9190,4976,Ambon,İzmir,4,1531,2383,7160
9191,4864,Hanga Roa,Tripoli,3,7576,3133,9671
9192,1160,Muscat,Santa Cruz de Tenerife,5,7808,8203,3082
9193,912,Nice,Ottawa,2,5388,6327,315
9194,4745,Omdurman,Dallas,3,753,8635,2621
9195,988,Jaipur,Zürich,2,249,301,5102
9196,2517,Adelaide,Antwerp,3,4690,1814,8982
9197,5464,Bogotá,Adelaide,5,3967,7420,2836
9198,3678,Quebec City,Cairns,1,3204,9164,695
9199,8391,Copenhagen,Denpasar,5,6414,9080,8874
9200,2020,Jaipur,Pago Pago,4,4733,329,8393
9201,8803,Okinawa,Amman,4,8001,1477,1427
9202,2624,Antwerp,Ibadan,3,7180,3454,5465
9203,3558,Paramaribo,Podgorica,3,1957,8356,3358
9204,1508,Colombo,Budapest,1,9308,818,6824
9205,9199,Pelotas,Dallas,2,1405,539,9341
9206,6265,Colombo,La Serena,4,4249,2614,6960
9207,5887,Assis,Koulikoro,3,7839,5337,6868
9208,6468,Fort-de-France,Panama City,5,9479,6829,3854
9209,2711,Harare,Malabo,2,8098,146,932
9210,6947,Cannes,Dibrugarh,2,2535,6436,214
9211,7692,Alofi,Cardiff,2,4691,8822,3415
9212,2338,Santa Cruz de la Sierra,Anchorage,4,246,5675,5128
9213,1926,Thiès,Nicosia,5,1102,794,221
9214,3732,Charlottetown,Niamey,1,3973,6030,9203
9215,5161,Minsk,Majuro,4,9836,6710,7264
9216,3181,Bissau,Sri Jayawardenapura-Kotte,4,4690,8631,8175
9217,5490,Reykjavík,Nashville,3,6888,8726,3322
9218,3069,Phoenix,Kuala Lumpur,3,1234,1644,761
9219,764,Charlottetown,Khartoum,5,6370,2703,3966
9220,3014,Kyoto,Port Hedland,4,9527,5270,2615
9221,8459,Hargeisa,Podgorica,3,9841,5628,8065
9222,3179,Muscat,Marrakech,1,8326,2347,7673
9223,9318,Damascus,Kyoto,4,7586,1935,3043
9224,4234,Surat,The Hague,1,2775,4237,6737
9225,5134,San Juan,Calgary,3,7573,9583,1866
9226,4186,Kingston,Port Blair,2,5202,1232,9052
9227,4972,Leeds,Johannesburg,3,6980,5485,7455
9228,6517,Malabo,Zapopan,4,9142,7118,9990
9229,3711,Zagreb,Yogyakarta (city),2,5693,4893,9685
9230,3089,Cork (city),Mogadishu,5,5947,6698,6152
9231,5732,Abu Dhabi,Denver,4,7089,8917,9569
9232,4222,Adelaide,Phnom Penh,1,9019,6006,1092
9233,3112,Ottawa,Veracruz,2,7571,7569,4422
9234,9286,Tripoli,Edmonton,4,9046,3231,4699
9235,1693,Surat Thani,Charlotte,2,3102,6887,5998
9236,8090,Bucharest,Kyoto,3,4126,828,9974
9237,3663,Da Nang,Suez,2,2872,866,531
9238,4730,Linz,Kota Kinabalu,1,8644,7405,9417
9239,505,Quezon City,São Tomé,4,7639,2198,7178
9240,9654,Iqaluit,Rotterdam,4,4493,8828,7009
9241,317,Cayenne,Amritsar,3,7540,5475,8199
9242,6504,Yerevan,Christchurch,1,933,3177,9643
9243,6148,Alofi,Port Blair,2,8838,2079,5716
9244,4559,Ambon,Guadalajara,5,9996,9303,7040
9245,2908,Jaipur,São José dos Campos,4,3038,5376,7300
9246,3000,Cincinnati,Jersey City,1,4799,4763,8226
9247,1587,Chihuahua,Cebu City,4,4039,8094,5972
9248,2961,Port Vila,Ottawa,5,9543,3287,3614
9249,2556,Antofagasta,Yerevan,1,7280,5828,6545
9250,1694,Nairobi,Cleveland,1,376,7857,2529
9251,10065,Kandy,Manila,3,2778,8959,8570
9252,821,Omdurman,Taiyuan,3,663,4976,6856
9253,5697,Aarhus,Oslo,5,2734,1624,8712
9254,9293,Thimphu,Thessaloniki,5,4517,4452,8860
9255,3095,Banjul,Moroni,4,8813,3147,4790
9256,819,Kota Bharu,Mwanza,5,8828,7665,5500
9257,247,Nicosia,Maputo,4,3892,5477,8954
9258,4226,Sabha,Lobamba,4,1075,2975,8119
9259,2790,Munich,Miri,4,6912,7124,225
9260,5105,Wuhan,Bucharest,3,9241,2871,6054
9261,274,Quebec City,El Paso,4,9559,5145,7394
9262,8519,Nagoya,Córdoba,4,7333,1892,3628
9263,3212,Harare,Padang,1,1655,5092,2158
9264,3406,San Francisco,Ibadan,5,4068,10007,2327
9265,415,Dodoma,Cairo,1,3135,1711,3580
9266,4941,Aarhus,Hilo,5,1778,4670,4648
9267,243,Saint-Denis,Adelaide,5,2772,8125,6505
9268,4534,Kraków,Macau,4,7851,3578,4890
9269,9483,Valletta,Kota Bharu,2,8174,6336,3605
9270,5156,Basse-Terre,Adelaide,4,7739,1450,2208
9271,8274,Washington,Minneapolis,4,5896,5372,1492
9272,3643,Panama City,Dalian,5,6638,4413,9474
9273,8774,Adelaide,Port of Spain,5,6231,8007,6318
9274,1499,Hiroshima,Munich,1,8432,9844,4941
9275,3047,Mecca,Kraków,4,5661,517,3977
9276,8322,Libreville,Tórshavn,2,2569,8421,4173
9277,1416,Praia,Caracas,2,9538,2429,10183
9278,4222,Malé,Tianjin,5,8639,7169,5301
9279,3994,Zhengzhou,Mbabane,3,5171,3635,10015
9280,2444,Surabaya,Pittsburgh,2,9508,2885,2952
9281,10085,Zapopan,Iqaluit,5,10045,6757,1428
9282,6748,Hangzhou,Da Nang,4,9132,5620,4048
9283,9967,Lagos,Libreville,2,1006,5680,2478
9284,4483,Samara,Papeete,5,1550,1530,1435
9285,7992,Tel Aviv,Alexandria,1,4293,8911,3461
9286,5755,Hamburg,Salzburg,5,5239,4897,8344
9287,4971,Kigali,Frankfurt,4,3930,6864,3307
9288,9629,Vancouver,Yangon,1,470,4275,5594
9289,9844,Baghdad,Rotterdam,5,6354,1709,5505
9290,5931,Geelong,Pittsburgh,1,3760,9140,5137
9291,6780,Nanjing,Mandurah,4,3408,5775,3189
9292,3057,San José,Innsbruck,3,5481,6198,9528
9293,7460,Porto,Ottawa,1,8676,6582,8617
9294,1318,Belmopan,Dubai,4,6869,2719,9465
9295,4287,Banda Aceh,Barcelona,5,3832,9147,2112
9296,2788,Bergen,Huế,5,6653,7648,2875
9297,3213,Xining,Durban,5,7474,6406,2730
9298,876,Dunedin,Baghdad,3,5400,9474,4518
9299,3861,Cleveland,Patna,5,6451,9206,9537
9300,6263,Handan,Memphis,5,7065,6263,1355
9301,6076,Dongguan,Suva,1,2229,7618,1870
9302,4893,Nicosia,Davao City,3,9183,2900,5724
9303,1121,Cockburn Town,Busan,2,3979,5592,1105
9304,3162,Pago Pago,Gaborone,4,8244,1397,6781
9305,726,Phuket (city),Damascus,3,1348,4821,4345
9306,1390,Sapporo,Glasgow,4,288,6719,3934
9307,6178,Phnom Penh,Guwahati,5,4572,8079,1521
9308,2572,Ulan Bator,Monterrey,1,5864,893,9065
9309,4591,N'Djamena,Port Elizabeth,2,2438,9999,5820
9310,3892,Tampere,Saint-Pierre,5,7831,9677,3607
9311,4709,Kunming,Shillong,1,1017,6573,2015
9312,1873,Graz,Wellington,4,293,6430,1224
9313,7539,Boston,Chihuahua,4,2686,5690,10154
9314,2164,Marseille,Havana,2,5521,2150,2914
9315,6669,Anadyr (town),Koulikoro,3,4813,7234,1804
9316,3698,Cebu City,Shenyang,1,6343,4472,4564
9317,6299,Gdańsk,Medellín,4,133,526,7419
9318,3775,Miami,Nakhon Ratchasima,5,9252,2126,268
9319,1217,Changchun,Wichita,3,4843,7688,3739
9320,5122,Stepanakert,Yokohama,1,4172,8599,7088
9321,6470,Innsbruck,Cotonou,1,2323,5494,498
9322,1711,Maracaibo,Dushanbe,3,2944,7453,3871
9323,1766,Oranjestad,Damascus,5,7807,1495,1398
9324,6049,Phnom Penh,Seville,4,1351,9997,1416
9325,841,Puebla,Quezon City,5,9358,9405,5790
9326,7262,Pattaya,Quetzaltenango,1,9469,6561,1124
9327,3019,Adak,Seattle,4,8343,192,5324
9328,6035,La Paz,City of Halifax,1,9930,6046,8300
9329,6976,Warsaw,Dublin,2,6676,1620,4304
9330,4615,Stuttgart,Mexicali,1,4052,7075,3239
9331,7552,Batticaloa,Luanda,1,6524,6466,2397
9332,1090,Batticaloa,Bangalore,3,3836,2090,6903
9333,3704,Charlotte Amalie,Winnipeg,2,3425,8452,1887
9334,4623,Memphis,Taiyuan,1,8364,4751,1958
9335,4632,Ulan Bator,Jamestown,5,4302,4935,8371
9336,3832,Medan,São Paulo,1,7537,3902,9515
9337,8565,Bloemfontein,Edinburgh,1,6178,7005,1090
9338,5008,Dallas,Toulouse,4,7315,5358,8176
9339,1696,Islamabad,Kinshasa,2,7647,2834,9252
9340,3098,Warsaw,Nantes,1,4966,2380,1549
9341,8669,Hai Phong,Manila,4,6851,6413,2323
9342,1014,Yaren District,Frankfurt,2,640,8687,5969
9343,4594,Road Town,Edmonton,3,6155,9842,7866
9344,6110,Andorra la Vella,Koror,5,2544,5930,6312
9345,4793,Port Hedland,Padang,4,4627,5449,8705
9346,2030,Edmonton,Suez,4,6194,9133,1768
9347,8066,Amman,Zagreb,4,2695,8836,8674
9348,296,Concepción,Gaza,4,4056,7617,5521
9349,5335,Hong Kong,Gaborone,5,5357,4744,2124
9350,1548,Saint John,Turin,1,8590,2795,3700
9351,3505,Macapá,Zagreb,1,5190,675,5738
9352,6432,Barranquilla,Madrid,4,6096,4382,6235
9353,2115,Charlotte,Apia,5,4972,8196,249
9354,4912,Christchurch,Angra do Heroísmo,1,255,3916,4711
9355,3147,Tianjin,Daegu,1,5820,2902,4007
9356,597,Bratsk,Wellington,3,1553,5116,2945
9357,5034,Berlin,Porto,1,5422,3905,9750
9358,6913,Shenyang,Yakutsk,2,4921,7060,2190
9359,213,Buffalo,Riyadh,3,6277,941,9316
9360,2488,Pristina,Edinburgh,5,2648,3846,8390
9361,1837,Harbin,Assis,1,8756,8067,3133
9362,228,Santiago,Denver,3,7168,1371,802
9363,1300,Quebec City,Bangkok,4,461,1612,3478
9364,732,Ankara,Amritsar,3,7566,4235,9226
9365,6230,Chihuahua,Dongguan,3,4073,7052,9673
9366,9707,Vladivostok,Chongqing,1,4752,384,9911
9367,4006,Tianjin,Bangui,3,9072,401,4570
9368,6436,Stanley,Quebec City,5,6122,9837,8138
9369,4472,Willemstad,Fukuoka,4,3677,8230,5921
9370,5970,San Juan,Marrakech,4,3486,1379,9126
9371,9770,Tirana,San Diego,1,6418,1247,606
9372,1221,Murmansk,Montreal,2,3333,9278,3611
9373,4377,St. George's,Shijiazhuang,4,7137,3646,2553
9374,4710,Baltimore,Cuiabá,5,7551,1398,7665
9375,8803,Albuquerque,Tartu,4,8840,7379,8040
9376,5183,Busan,Zapopan,3,6476,7044,712
9377,7972,Lusaka,Gaza,2,6325,3487,5750
9378,6615,Abu Dhabi,Yellowknife,1,1384,5596,972
9379,9628,Mogadishu,Dublin,4,9700,7974,2712
9380,9313,Rabi Island,Simferopol,2,4187,5217,6035
9381,8195,Lubumbashi,Valdivia,1,8084,2188,9562
9382,5445,Guatemala City,Bogor,3,6572,852,1007
9383,1464,Frankfurt,Prague,1,197,6257,1654
9384,6301,Tiraspol,Cusco,2,2950,3189,4769
9385,4786,Antofagasta,Lyon,4,2685,9676,6568
9386,5487,Sabha,Yakutsk,4,2156,9570,2871
9387,1218,Vaduz,Espoo,3,8490,6104,10005
9388,3257,Bogotá,New Orleans,1,7502,665,9526
9389,5900,Surat Thani,Algiers,3,6947,5702,9887
9390,3512,Thimphu,Ambon,3,4010,3273,2091
9391,9467,Jayapura,Port Elizabeth,1,4739,2380,5063
9392,2779,Tórshavn,Atlanta,3,5506,5737,4714
9393,8636,Khartoum,Cockburn Town,2,4320,8536,5374
9394,1495,Valletta,Gangtok,5,6777,2127,1110
9395,5651,Bandar Seri Begawan,Shijiazhuang,3,465,3489,9894
9396,8181,Málaga,Tunis,2,5939,9514,6301
9397,3440,Chiang Mai,Cincinnati,1,6565,3230,2073
9398,4977,Manzini,Rockhampton,3,6974,5646,377
9399,4524,Sarajevo,Buenos Aires,5,9094,6751,7732
9400,8726,Puerto Williams,Bangkok,4,1191,2660,9086
9401,5561,Shenzhen,Yellowknife,3,9210,1047,9817
9402,10064,Majuro,Miami,2,3335,5301,3433
9403,5767,Cincinnati,Saskatoon,2,3668,3193,594
9404,2466,Kingston,Cebu City,1,4720,6845,7297
9405,9220,Shigatse,Vatican City,5,455,3734,2175
9406,4858,Oklahoma City,Naypyidaw,2,3816,366,6520
9407,8866,La Paz,Rotterdam,5,4786,8150,2574
9408,931,Memphis,Cork (city),5,120,5575,1341
9409,1984,Moscow,Changchun,2,9317,6120,9913
9410,5928,Ahmedabad,Vatican City,2,2018,3259,4279
9411,7598,Mexicali,Paris,2,2056,447,4383
9412,488,Kano,Hilo,5,5737,4878,7669
9413,8293,Timbuktu,Chennai,5,4680,2172,7501
9414,7668,N'Djamena,Bratislava,2,1438,3769,3192
9415,7393,Mecca,Managua,5,6534,7653,3507
9416,4527,Amman,Phoenix,3,3684,4314,404
9417,3794,Sydney,Campo Grande,4,2012,5151,439
9418,8822,Ibadan,Kuching,1,3117,5846,2408
9419,7300,Paramaribo,Juneau,4,4742,4487,3984
9420,561,Avarua,Huế,2,5643,6732,1263
9421,7816,Ürümqi,Thessaloniki,4,2714,3314,2863
9422,4773,Willemstad,Darwin,1,6452,1663,8009
9423,9589,Washington,London,5,1633,4877,3449
9424,7814,Ho Chi Minh City,Nukuʻalofa,4,1331,8983,4786
9425,5679,Quebec City,Malacca Town,2,4979,3087,9279
9426,8456,City of San Marino,Edmonton,4,8497,3495,2733
9427,8995,Glasgow,Valparaíso,5,7145,8109,1693
9428,1212,Dammam,Greenwich,2,3702,7970,2035
9429,7162,Johannesburg,Medellín,2,720,4614,1174
9430,2351,La Serena,Port Vila,2,6389,7450,6676
9431,3475,Samara,Montreal,3,3332,4744,7927
9432,7256,Timbuktu,Road Town,3,3573,626,9168
9433,6773,Pittsburgh,Almaty,5,5853,10004,5616
9434,810,Basra,Concepción,4,5093,7349,4128
9435,9564,Adelaide,Hiroshima,4,9291,968,3109
9436,1228,Simferopol,Luxembourg (city),2,4118,5566,2573
9437,7163,Nagoya,Lomé,3,7327,4135,3121
9438,4818,Tbilisi,Hamilton,2,5445,3928,4965
9439,5726,Xining,Antofagasta,5,7576,7532,9980
9440,389,Rabat,Fortaleza,5,7802,3803,9142
9441,7754,Zapopan,Praia,2,9951,1512,9429
9442,5881,Cannes,Dar es Salaam,2,8490,6378,7309
9443,275,Perm,Hangzhou,5,358,5037,8534
9444,5762,City of San Marino,Apia,3,1664,1145,3216
9445,3017,Oranjestad,Whitehorse,2,5027,2457,9377
9446,2360,Barcelona,Toulouse,2,5018,6980,2123
9447,707,Stepanakert,Timbuktu,2,2120,4268,6227
9448,9910,Port-au-Prince,Valparaíso,1,1006,6785,5254
9449,1203,Ipoh,Gaziantep,3,1749,7022,6785
9450,4480,Amsterdam,Ciudad del Este,3,1680,4513,7106
9451,4093,Mbabane,Whitehorse,1,8496,3088,5574
9452,1361,Vilnius,Zapopan,1,3751,2350,1269
9453,2389,Ljubljana,Labasa,3,7805,6382,8586
9454,1063,Dalian,Pekanbaru,1,1985,6727,6666
9455,4566,Copenhagen,Mérida,4,1104,2879,10107
9456,2240,Guwahati,Cebu City,2,6910,3154,822
9457,8826,La Paz,Nouméa,5,9897,9651,8782
9458,6120,Wichita,Malang,1,2150,7419,3423
9459,1033,Naypyidaw,Auckland,4,8632,7689,3045
9460,6407,Macau,Hanoi,1,6874,2339,6325
9461,941,Graz,Longyearbyen,4,7344,3608,5128
9462,4237,Colombo,Iquique,1,2550,6427,1345
9463,1091,Handan,Tirana,3,2252,9198,2215
9464,1268,Port Louis,Doha,3,1585,7977,2220
9465,6314,São Paulo,Manama,3,454,6712,664
9466,8286,Road Town,Oranjestad,3,8903,2105,7543
9467,3518,Tbilisi,Guatemala City,4,7378,5272,6749
9468,4088,Maracaibo,Bissau,2,9623,4105,8980
9469,180,Doha,Cuiabá,1,6830,6783,9248
9470,4605,Nashville,Brasília,4,8164,2983,8170
9471,4084,Islamabad,Ibiza,1,3954,765,2129
9472,9751,Dar es Salaam,Bujumbura,2,7908,751,4148
9473,7064,Phnom Penh,Vatican City,4,7201,367,1361
9474,1300,Lhasa,Chongqing,1,425,815,1303
9475,9978,Kuwait City,Douala,3,6278,4234,8639
9476,7538,Chihuahua,Jerusalem,3,4016,8312,4628
9477,8667,Munich,Tucson,4,1659,4067,3052
9478,3341,New York City,Yakutsk,2,8934,5791,473
9479,6379,Phnom Penh,Thiès,2,1365,9034,8944
9480,5024,Hagåtña,Cairns,1,4743,5511,3211
9481,7045,Seoul,Rawalpindi,4,257,7732,4009
9482,8818,Geneva,N'Djamena,4,1409,8476,8067
9483,2399,Mersin,Malmö,5,437,857,5132
9484,6647,Indianapolis,Funafuti,5,3278,5732,5719
9485,6646,Agartala,Naples,3,8371,7473,7269
9486,5956,Papeete,Yaoundé,4,5421,7124,9915
9487,6575,Washington,George Town,1,3995,3951,3174
9488,3681,Pittsburgh,Santo Domingo,5,3692,4246,1726
9489,3112,Chongqing,Libreville,4,5112,4041,8550
9490,6402,Marseille,Kota Bharu,3,7815,10076,6946
9491,8602,Tijuana,Astana,2,3296,3215,8510
9492,6797,Algiers,Dongguan,3,1250,1100,4042
9493,5636,Graz,Newcastle,3,2969,8893,8707
9494,5835,Valencia,Yellowknife,1,3493,2986,4733
9495,5194,Shijiazhuang,Oranjestad,3,2343,3883,5242
9496,4930,Barranquilla,Macapá,1,4840,2247,4024
9497,6477,City of Halifax,Tamale,4,4385,189,4593
9498,1378,Jinan,Wonsan,5,2046,743,503
9499,4266,Mata-Utu,Hangzhou,4,4539,7552,4486
9500,7609,Tórshavn,Chittagong,2,4643,5887,4166
9501,3148,Bangkok,Dubai,3,5117,7989,1580
9502,672,Nice,Kobe,2,3250,8351,7862
9503,1158,Bilbao,Cannes,4,6699,8773,5739
9504,4727,Pristina,Thimphu,4,2410,5559,1011
9505,2093,Aberdeen,Ambon,3,826,652,3339
9506,2830,St. George's,Raleigh,2,508,5975,204
9507,1667,Nashville,Port Said,1,8900,2183,7376
9508,4912,Moscow,Maseru,2,980,5562,1370
9509,8968,Sapporo,London,3,7186,6908,4692
9510,3320,Stuttgart,Pittsburgh,1,9041,6825,7676
9511,2274,Douglas,New Orleans,2,2561,9356,7649
9512,2586,Chaguanas,Mashhad,2,6734,3830,7034
9513,8211,Karachi,Iqaluit,1,7371,6800,355
9514,9816,Barranquilla,Porto Velho,2,8331,5151,7342
9515,4645,Guangzhou,Lyon,5,1021,5762,1776
9516,9744,Belém,Chittagong,1,8760,6799,8504
9517,3395,Oklahoma City,Johor Bahru,1,7361,9241,722
9518,3870,Castries,Dallas,4,445,9916,7294
9519,8413,Suez,Balikpapan,4,4443,6204,10071
9520,5877,Jeddah,Bridgetown,5,6620,1943,3330
9521,4976,Shanghai,Kigali,4,6768,8933,4316
9522,6925,Algiers,Seoul,1,4824,7438,5515
9523,3836,Jayapura,Zagreb,3,7478,1265,8642
9524,6906,Lyon,Dresden,3,3307,8494,7987
9525,3499,Chittagong,Monterrey,5,2104,4191,8571
9526,9194,Antananarivo,Taiyuan,2,7553,1894,4064
9527,790,Rio de Janeiro,Hanover,3,3387,8165,6456
9528,1980,Kandahar,Malabo,4,5082,2753,1752
9529,5165,Thessaloniki,Charlotte Amalie,4,793,8814,6753
9530,4292,Praia,Jayapura,4,6390,6707,2635
9531,3401,Pittsburgh,Bloemfontein,2,3461,2413,7369
9532,8168,Mecca,Lomé,2,4706,1220,7421
9533,8392,Charlottetown,Ipoh,2,7467,1835,8153
9534,9782,Budapest,Semarang,3,398,8162,4941
9535,634,Albuquerque,Budapest,1,8392,1629,4318
9536,6803,Oklahoma City,Santiago de Cuba,4,9364,1369,9498
9537,7836,Suva,Enugu,1,8358,2112,1900
9538,2864,Cape Town,Washington,4,9144,9169,2406
9539,3510,Saint-Pierre,Brussels,1,5257,6227,3633
9540,9440,Manama,Maracaibo,1,2313,7820,7182
9541,4011,Wichita,Charlotte,1,704,7530,5378
9542,895,Thessaloniki,Belém,4,6943,5170,2261
9543,6118,Melbourne,Islamabad,4,2065,4855,3050
9544,6850,Marseille,Hobart,5,9150,2912,5718
9545,8415,Yogyakarta (city),Road Town,5,6310,956,4934
9546,9907,St. John's,Brikama,5,3214,2967,8315
9547,7429,Port-au-Prince,Memphis,1,243,9857,8649
9548,8901,Tokyo,Wollongong,1,4542,5984,7328
9549,6433,Jeddah,Dubai,4,3299,331,9955
9550,1460,Iquique,Mersin,1,9681,2791,4304
9551,1704,Nuuk,Ahmedabad,1,8127,8290,3284
9552,2235,Bangkok,Hai Phong,3,618,7493,5483
9553,3465,Medellín,Timbuktu,2,6812,7485,8067
9554,7344,Yaoundé,Shenzhen,3,1888,1928,624
9555,5250,Amritsar,Perth,3,9277,766,6325
9556,9563,Pago Pago,Guatemala City,2,6589,5589,7874
9557,7814,Raleigh,Hyderabad,5,2993,6477,8273
